StaffID	CourseTitle	Place	StartDate	EndDate	CertNumber
VAE00484	VNA A330 ETOPS - CONTINUOUS TRAINING - (ONLINE)	Vietnam	6-Sep-12	10-Sep-12	693/CTKT-TTĐT
VAE00484	A/C T.R A320/321 (CFM56/V2500) - B1 (EM31)	Vietnam	6-May-08	21-Jun-08	A0T-04/0108-04
VAE00484	A330 Structure Damage Aseessment	Vietnam	13-Jun-12	13-Jun-12	463/CTKT-TTĐT
VAE00484	Supplement Training For CRS A330 A to B1	Vietnam	14-Mar-11	19-Mar-11	150/CTKT-TTĐT
VAE00484	Ini - Aviation Sercurity P2	Vietnam	18-Apr-12	19-Apr-12	AS2/00484
VAE00504	VNA A330 ETOPS - CONTINUOUS TRAINING - (ONLINE)	Vietnam	6-Sep-12	10-Sep-12	693/CTKT-TTĐT
VAE00504	M7&M11 TURBINE AEROPLANE ELECTRIC PART (EASA PART 66 - A1 BASIC COURSE)	Vietnam	25-Feb-13	8-Mar-13	No Number
VAE00504	A330 T.R Upgrade B2 ( Add EASA 66 )	Vietnam	15-Sep-11	27-Sep-11	722/CTKT-TTĐT
VAE00504	EASA Part 66 - A1 Basic Course - M10 - Aviation Legislation	Vietnam	29-Oct-12	1-Nov-12	No Number
VAE00504	A330 IN-FLIGHT ENTERTAINMENT (IFE) - PANASONIC EX2 PASSENGER SYSTEM	Vietnam	16-Oct-12	18-Oct-12	839/CTKT-TTĐT
VAE00504	TRAIN THE TRAINER - FOLLOW UP	Vietnam	23-Jul-12	3-Aug-12	No Number
VAE00504	M7&M11 TURBINE AEROPLANE AVIONIC PART (EASA PART 66 - A1 BASIC COURSE)	Vietnam	11-Mar-13	22-Mar-13	No Number
VAE00504	Ini - Aviation Sercurity P2	Vietnam	8-Feb-12	9-Feb-12	AS2/00504
VAE00504	EWIS (ELECTRICAL WIRING INTERCONNECTION SYSTEMS) ADVANCE	Vietnam	18-Nov-14	22-Nov-14	6816
VAE00504	M6/M7 - Electrical Cable Connectors	Vietnam	20-Jan-14	24-Jan-14	Ref. Decision
VAE00504	M5 - Digital Techniques	Vietnam	17-Jan-14	17-Jan-14	Ref. Decision
VAE00504	M3 - Electrical Fundamental	Vietnam	13-Jan-14	16-Jan-14	Ref. Decision
VAE00504	M8 - Basic Aerodynamic	Vietnam	25-Dec-13	27-Dec-13	Ref. Decision
VAE00504	M9 - Human Factors	Vietnam	20-Dec-13	24-Dec-13	Ref. Decision
VAE00504	VNA A330 ETOPS - CONTINUOUS TRAINING	Vietnam	3-Sep-13	7-Sep-13	608/CTKT-TTĐT
VAE00504	A/C T.R UPGRD A320/321 (CFM56/V2500) - B2	Vietnam	18-Jul-07	31-Jul-07	A0T-16/0307-09
VAE00504	Basic Training Electrical Engingeer	Vietnam	1-Feb-04	31-Aug-05	C0633744
VAE00504	IFE S2000 E FUNDAMENTALS	Singapore	6-Jun-10	10-Jun-10	675580
VAE00504	TRAIN THE TRAINER	Vietnam	26-May-10	28-May-10	No. 035175
VAE00504	CIDS FUNDAMENTALS	Vietnam	6-Nov-08	7-Nov-08	No number
VAE00504	FUEL SAVING (VNA)	Vietnam	21-May-09	21-May-09	325/CTKT-TTDT
VAE00504	SMS	Vietnam	22-Sep-09	22-Sep-09	694/CTKT-TTĐT
VAE00504	AIR LAW - FAR	Vietnam	29-Jul-10	29-Jul-10	516/CTKT-TTĐT
VAE00504	A/C T.R A330 (PW4000) - B2 (EASA Part 66)	Germany	22-Sep-08	24-Oct-08	164556
VAE00504	SUPPLEMENT TRAINING FOR STAFF TO CRS A330 A	Vietnam	5-Aug-09	30-Nov-09	652/CTKT-TTĐT
VAE00504	Airlaw - Var	Vietnam	7-Sep-09	9-Sep-09	651/CTKT-TTĐT
VAE00504	ETOPS A330	Vietnam	16-Dec-10	17-Dec-10	777/CTKT-TTĐT
VAE00504	AIR LAW - VAR	Vietnam	1-Apr-08	3-Apr-08	BF2009-002
VAE00504	A/C T.R A320/321 (CFM56/V2500) - A (EM31)	Vietnam	5-Mar-07	18-Apr-07	A0T-04/0107-03
VAE00504	Human Factor-19	Vietnam	20-May-08	22-May-08	BF2009-List HF
VAE00504	Instruction on Using Device (MPS31C)	Vietnam	18-Nov-10	19-Nov-10	No number
VAE00516	B777 (GE90) ENGINE RUN - UP TASK TRAINING	Vietnam	7-Aug-13	9-Aug-13	555/CTKT-TTĐT
VAE00516	B777-GE90/PW TO RR TRENT 800 DIFFERENCES TRAINING (FOR THAI AIRWAYS)	Vietnam	25-Jun-13	28-Jun-13	No number
VAE00516	B777 (GE90) ENGINE RUN - UP	Vietnam	10-Jun-13	12-Jun-13	421/CTKT-TTĐT
VAE00516	ENGINE BORESCOPE UTILIZATION TRAINING (NON-APPROVED COURSE)	Vietnam	1-Feb-13	1-Feb-13	109/CTKT-TTĐT
VAE00516	FUEL SAVING (VNA)	Vietnam	22-May-09	22-May-09	325/CTKT-TTDT
VAE00516	Instruction on Using Device (MPS31C)	Vietnam	18-Nov-10	19-Nov-10	No number
VAE00516	Safety Management System	Vietnam	30-Aug-10	30-Aug-10	552/CTKT-TTĐT
VAE00516	Human Factor-22	Vietnam	15-Sep-08	17-Sep-08	Attendant sheet
VAE00516	AIR LAW - FAR	Vietnam	27-Jul-10	27-Jul-10	516/CTKT-TTĐT
VAE00516	ENG T.R PW (B777) - III	USA	9-Sep-03	11-Sep-03	No number
VAE00516	POWERPLANT CURRICULUM - FAR147	USA	15-Nov-05	27-Nov-07	No number
VAE00516	Basic Training Mechanical Engingeer (Forth Couse)	Vietnam	15-Jan-02	10-May-02	042/CN-02
VAE00516	ENG BSI GE (B777)	USA	5-Jun-09	8-Jun-09	No number
VAE00516	AIR LAW - VAR	Vietnam	16-Mar-09	18-Mar-09	130/CTKT-TTĐT
VAE00516	AIRFRAME CURRICULUM - FAR147	USA	15-Nov-05	15-Nov-07	No number
VAE00516	A/C T.R B777 (GE) - B1	USA	11-Jul-03	8-Sep-03	No number
VAE00516	ETOPS B777	Vietnam	16-Jun-09	17-Jun-09	388/CTKT-TTĐT
VAE00516	ENG MAINTENANCE GE (B777)	USA	1-Jun-09	5-Jun-09	No number
VAE00516	Ini - Aviation Sercurity P2	Vietnam	11-Apr-12	12-Apr-12	AS2/00516
VAE00516	ENG RUN UP PW (B777)	China	15-Jun-08	19-Jun-08	No number
VAE00516	A/C T.R A330(PW4000) - B1	Vietnam	24-Feb-12	23-Mar-12	A330-B1/1201/C-08
VAE00516	TRAIN THE TRAINER	Vietnam	30-May-11	1-Jun-11	No.040841
VAE00533	Train the trainer	Vietnam	26-Aug-13	30-Aug-13	0109/13-iEIT
VAE00533	GE90 - LPT S6 Blade Libration Inspection Training	Vietnam	20-Oct-14	20-Oct-14	No Number
VAE00533	ENG RUN UP GE (B777)	China	14-Jul-06	15-Jul-06	No number
VAE00533	Ini - Aviation Sercurity P2	Vietnam	29-Feb-12	1-Mar-12	AS2/00533
VAE00533	ETOPS B777	Vietnam	31-May-07	1-Jun-07	129/CN-07
VAE00533	ENG RUN UP PW (B777)	China	24-Jun-07	28-Jun-07	No number
VAE00533	A/C T.R B777 (GE) - B1	Germany	18-May-05	29-Jun-05	90300
VAE00533	ENG BSI GE (B777)	USA	9-May-07	9-May-07	No number
VAE00533	ENG BSI PW (B777)	Germany	31-May-08	7-Jun-08	"155718, 156192"
VAE00533	ENG T.R PW  (B777) - III	Vietnam	17-Dec-07	18-Dec-07	Attendant Sheet
VAE00533	AIR LAW - VAR	Vietnam	26-Jul-07	27-Jul-07	BF2009-016
VAE00533	SMS	Vietnam	5-Oct-09	5-Oct-09	694/CTKT-TTĐT
VAE00533	FUEL SAVING (VNA)	Vietnam	21-May-09	21-May-09	325/CTKT-TTDT
VAE00533	Basic Training Mechanical Engingeer (Fifth Course)	Vietnam	1-Feb-03	1-Feb-04	1065/HVPKKQ
VAE00533	ENG MAINTENANCE GE (B777)	USA	30-Apr-07	4-May-07	No number
VAE00533	GE90-94B Fan Stator Removal and Installation	USA	7-May-07	8-May-07	No number
VAE00533	AIR LAW-VAR-9	Vietnam	26-Jul-07	27-Jul-07	BF2009-LIST TC
VAE00533	Human Factor-14	Vietnam	20-Aug-07	22-Aug-07	BF2009-List HF
VAE00533	AIR LAW - FAR	Vietnam	2-Aug-10	2-Aug-10	516/CTKT-TTĐT
VAE00559	INI - CCAR145	China	20-May-12	26-May-12	No number
VAE00559	Human Factors in maintenance - advanced	Vietnam	12-Oct-15	14-Oct-15	
VAE00559	A/C T.R UPGRD B777 (PW/GE) - B2 (Add EASA)	Vietnam	1-Mar-10	16-Mar-10	164/CTKT-TTĐT
VAE00559	Fuel Tank Safety CDCCL	Vietnam	15-Oct-15	15-Oct-15	
VAE00559	Aviation Legislation - Advanced	Vietnam	6-Oct-15	8-Oct-15	
VAE00559	EASA part 145 - advanced	Vietnam	30-Sep-15	2-Oct-15	
VAE00559	EWIS advanced	Vietnam	17-Sep-15	23-Sep-15	EASA-EWIS-A/1502/C-01
VAE00559	Human Factor-13	Vietnam	17-Jul-07	19-Jul-07	BF2009-List HF
VAE00559	A/C T.R A320/321 (V2500) - B2	Germany	6-Nov-10	7-Dec-10	HAM 004227; HAM 004343
VAE00559	Basic Training Electrical Engingeer	Vietnam	1-Jan-05	1-Jul-06	C729049
VAE00559	AIR LAW - FAR	Vietnam	14-Jun-10	18-Jun-10	TPE 201018
VAE00559	TRAIN THE TRAINER	Vietnam	31-May-10	2-Jun-10	No. 035184
VAE00559	SMS	Vietnam	12-Oct-09	13-Oct-09	694/CTKT-TTĐT
VAE00559	A320/321 T2 PRACTICAL TRAINING	Vietnam	17-Jan-11	22-Jan-11	HAM 004343
VAE00559	AIR LAW - VAR	Vietnam	16-Mar-09	18-Mar-09	130/CTKT-TTĐT
VAE00559	A/C T.R B777 (PW/GE) - A	Vietnam	13-Dec-07	1-Feb-08	B1T-04/0107-07
VAE00559	ROCKWELLS & COLLINS L1 (B777)	Vietnam	23-Nov-09	2-Dec-09	747/CTKT-TTĐT
VAE00559	ETOPS B777	Vietnam	16-Jun-09	17-Jun-09	388/CTKT-TTĐT
VAE00559	A/C T.R B777 (PW) - B2	Singapore	29-Apr-09	29-May-09	T/09/024
VAE00559	CAAV AIRWORTHINESS	Vietnam	7-Dec-11	9-Dec-11	Ref. Decision
VAE00559	Ini - Aviation Sercurity P2	Vietnam	10-Oct-11	11-Oct-11	AS2/00559
VAE00559	Eng T.R CFM56 (A320/321) -III ( Inc. in B2 Supplement Course )	Vietnam	9-May-11	25-May-11	337/CTKT-TTĐT
VAE00559	Type Training A320/321 Supplemental B2 Theoretical part	Vietnam	9-May-11	25-May-11	337/CTKT-TTĐT
VAE00559	A320/321 (CFM56/V2500) Difference course	Vietnam	10-Mar-11	25-Mar-11	166/CTKT-TTĐT
VAE00562	Train the trainer	Vietnam	26-Aug-13	30-Aug-13	1809/13-iEIT
VAE00562	B777 In-Flight Entertainment (IFE) - Rockwell Collins Passenger System	Vietnam	16-Apr-13	18-Apr-13	251/CTKT-TTĐT
VAE00562	AIR LAW - VAR	Vietnam	20-Jul-09	20-Jul-09	410/CTKT-TTĐT
VAE00562	B777 Gen. Fam Field Trip B2	China	28-Dec-06	29-Dec-06	124266
VAE00562	ENG T.R PW (B777) - III	Vietnam	24-Aug-09	26-Aug-09	523/CTKT-TTĐT
VAE00562	A/C T.R UPGRD B777  - B2 (EASA Part66)	Vietnam	14-Sep-09	29-Sep-09	613/CTKT-TTĐT
VAE00562	ETOPS B777	Vietnam	31-May-07	1-Jun-07	138/CN-07
VAE00562	FUEL SAVING (VNA)	Vietnam	22-May-09	22-May-09	325/CTKT-TTDT
VAE00562	SAFETY MANAGEMENT SYSTEM	Vietnam	8-Jun-11	8-Jun-11	382/CTKT-TTĐT
VAE00562	A/C T.R B777 (GE) - B2	Germany	27-Nov-06	22-Dec-06	119908
VAE00562	Basic Training Electrical Engingeer	Vietnam	1-Jan-02	23-Jul-03	B464569
VAE00562	Ini - Aviation Security P2	Vietnam	19-Sep-11	20-Sep-11	AS2/00562
VAE00562	Human Factor-22	Vietnam	15-Sep-08	17-Sep-08	BF2009-List HF
VAE00562	AIR LAW - FAR	Vietnam	29-Jul-10	29-Jul-10	516/CTKT-TTĐT
VAE00566	EASA Part 66 - A1 Basic Course - M10 - Aviation Legislation	Vietnam	29-Oct-12	1-Nov-12	No Number
VAE00566	EASA Part 66 - A1 Basic Course - M8 - Basic Aerodynamics	Vietnam	15-Oct-12	19-Oct-12	No Number
VAE00566	M6/M7 - Hydraulic/Control Cable/Composite Part	Vietnam	14-Apr-14	22-Apr-14	
VAE00566	 EASA PART 145 - Maintenance Organization - Advanced	Vietnam	24-Dec-14	26-Dec-14	waiting for Cer.
VAE00566	Ini - Aviation Sercurity P2	Vietnam	11-Apr-12	12-Apr-12	AS2/00566
VAE00566	A350 structure detailed familiarization	France	20-Apr-14	26-Apr-14	TLS20677221
VAE00566	Human Factors In Maintenance - Advanced	Vietnam	29-Dec-14	31-Dec-14	waiting for Cer.
VAE00566	Fuel tank safety CDCCL - Initial	Vietnam	22-Dec-14	22-Dec-14	waiting for Cer.
VAE00566	A350 STRUCTURE MAINTENANCE REPAIR COURSE	Vietnam	15-Dec-14	19-Dec-14	EUR15-C001722
VAE00566	EWIS basic training course - Initial	Vietnam	14-Jan-15	16-Jan-15	waiting for Cer.
VAE00566	HUMAN FACTOR	Vietnam	31-Jan-07	2-Feb-07	BF2009-042
VAE00566	STR REPAIR F70	Holland	9-Apr-00	19-May-00	No number
VAE00566	A/C T.R A320/321 (CFM56/V2500) - B1 (EM31)	Vietnam	3-Mar-03	11-Apr-03	A76A7631-05/08
VAE00566	SMS	Vietnam	22-Apr-09	23-Apr-09	SMS/0904-10
VAE00566	STR REPAIR B777	Germany	31-Oct-05	11-Nov-05	97021
VAE00566	COMPOSITE REPAIR BONDING	England	22-Sep-08	26-Sep-08	No number
VAE00566	COMPOSITE STRUCTURE REPAIR FOR ENGINEERS (AIRBUS)	France	14-Oct-07	26-Oct-07	137408
VAE00566	STRUCTURE REPAIR - A321	Germany	4-Nov-06	12-Nov-06	115490
VAE00566	"STRUCTURE REPAIR OJT (A320/321, B777)"	Taiwan	4-May-04	21-Oct-04	No number
VAE00566	STR REPAIR FOR ENGINEERS - Part I (B 7x7)	USA	6-May-03	25-May-03	No number
VAE00566	STR REPAIR A320	France	7-Apr-01	26-Apr-01	No number
VAE00566	CORROSION PREVENTION & CONTROL - B7X7	USA	26-May-03	1-Jun-03	No number
VAE00566	THEORY AND TEACHING METHODOLOGY	Vietnam	4-Aug-09	25-Aug-09	090323/LLPP
VAE00566	University of Technology (Aviation field)	Vietnam	1-Jan-90	27-May-95	A116830
VAE00566	COMPOSITE MATERIALS	France	9-Apr-01	13-Apr-01	No number
VAE00566	STRUCTURE REPAIR - A320	Germany	4-Nov-06	12-Nov-06	115490
VAE00566	Structures Awareness Seminar	Vietnam	26-Jul-06	27-Jul-06	No Number
VAE00566	Basic Training Mechanical Engingeer	Vietnam	1-Feb-98	18-Jun-99	B71310
VAE00566	AIR LAW - FAR	Vietnam	30-Jul-10	30-Jul-10	516/CTKT-TTĐT
VAE00566	Human Factor-3	Vietnam	31-Jan-07	2-Feb-07	BF2009-List HF
VAE00566	AIRLAW - VAR	Vietnam	23-Aug-10	23-Aug-10	534/CTKT-TTĐT
VAE00767	Train the trainer	Vietnam	26-Aug-13	30-Aug-13	2009/13-iEIT
VAE00767	B777 (PW/GE) General Familiazation	Vietnam	28-Dec-12	8-Jan-13	B777-GF/1201/S/C-01
VAE00767	Human Factors In Maintenance - Advanced	Vietnam	5-Aug-15	7-Aug-15	EASA-HF/1504/S/A-01
VAE00767	CHEMICAL ENGINEER	Vietnam	1-Jan-98	31-Dec-03	B455825
VAE00767	 EASA PART 145 - Maintenance Organization - Advanced	Vietnam	15-Jun-15	17-Jun-15	waiting for Cer.
VAE00767	A350 Specific Composite Repair	France	18-May-15	23-May-15	EUR15-C005878
VAE00767	FUEL TANK SAFETY CDCCL INITIAL	Vietnam	3-Jul-15	3-Jul-15	waiting for Cer.
VAE00767	A350 STRUCTURE MAINTENANCE REPAIR COURSE	Vietnam	15-Dec-14	19-Dec-14	EUR15-C001716
VAE00767	EWIS basic training course - Initial	Vietnam	11-Jun-15	15-Jun-15	waiting for Cer.
VAE00767	STRUCTURE REPAIR	Vietnam	25-Aug-09	27-Aug-09	524/CTKT-TTĐT
VAE00767	B777 structure repair basic training	Vietnam	27-Nov-06	8-Dec-06	119/CN-06
VAE00767	ATR72 STRUCTURE REPAIR	Vietnam	25-Sep-06	6-Oct-06	093/CN-06
VAE00767	HUMAN FACTOR	Vietnam	16-Aug-07	17-Aug-07	511/CN-07
VAE00767	CABIN INTERIOR BASICS	Germany	11-Nov-06	18-Nov-06	116071
VAE00767	AIR LAW - VAR	Vietnam	8-Jun-09	8-Jun-09	315/CTKT-TTĐT
VAE00767	STRUCTURE REPAIR FOR ENGINEERS (AIRBUS)	France	25-May-09	5-Jun-09	TLS300061
VAE00767	COMPOSITE REPAIR BASIC	Germany	8-Oct-05	15-Oct-05	98515
VAE00767	Ini - Aviation Sercurity P2	Vietnam	18-Oct-11	19-Oct-11	AS2/00767
VAE00767	SMS	Vietnam	23-Jun-11	23-Jun-11	417/CTKT-TTĐT
VAE00767	Composite repair for engineer - XSC3	France	21-Aug-11	2-Sep-11	TLS 307227
VAE00767	AIR LAW  FAR 145	Vietnam	23-Aug-10	23-Aug-10	570/CTKT-TTĐT
VAE00767	METAL BONDING	Philippines	1-Aug-10	7-Aug-10	1005H108
VAE00828	IFE A321 Panasonic DMPES	Vietnam	22-Dec-10	28-Dec-10	802/CTKT-TTĐT
VAE00828	IFE A321 Panasonic MPES	Vietnam	15-Dec-10	21-Dec-10	798/CTKT-TTĐT
VAE00828	Ini - Aviation Sercurity P2	Vietnam	4-Apr-12	5-Apr-12	AS2/00828
VAE00828	Bachelor of Engineering	Vietnam	1-Jan-92	4-Jul-97	B33401
VAE00828	AIR LAW-VAR-14	Vietnam	11-Jun-08	13-Jun-08	BF2009-LIST TC
VAE00828	Instruction on Using Device (MPS31C)	Vietnam	18-Nov-10	19-Nov-10	No number
VAE00828	Electronic Document System on Aircraft	Vietnam	18-Jun-12	18-Jun-12	Ref. Decision
VAE00828	ELECTRICAL PRACTICE SKILLS	Germany	23-Jun-08	27-Jun-08	157163
VAE00828	A/C T.R F70 (TAY) - B2	Vietnam	15-Sep-99	16-Dec-99	A76F70-AE/01
VAE00828	AIR LAW - JAR/EASA	Vietnam	18-Jun-07	22-Jun-07	133586
VAE00828	A/C T.R A320/321 (V2500) - B1 + B2	France	15-Apr-04	21-May-04	000951
VAE00828	Enterprise Management	Vietnam	11-May-09	15-May-09	042/CN
VAE00828	AIR LAW - FAR	Vietnam	21-Sep-09	25-Sep-09	TPE200916
VAE00828	ENG MAINTENANCE PW (B777)	USA	25-Aug-03	28-Aug-03	No number
VAE00828	AIR LAW - VAR	Vietnam	9-Jun-08	11-Jun-08	BF2009-027
VAE00828	Human Factor-15	Vietnam	19-Sep-07	21-Sep-07	BF2009-List HF
VAE00828	A/C T.R A320/321 (CFM56/V2500) -B1+ B2  (Maint. Instr A320/A321)	Vietnam	5-Feb-05	15-Nov-05	No number
VAE00828	MPES L1 (A321)	Vietnam	29-Jun-04	30-Jun-04	32112
VAE00828	FUEL SAVING (VNA)	Vietnam	26-May-09	26-May-09	325/CTKT-TTDT
VAE00828	CIDS FUNDAMENTALS	Vietnam	6-Nov-08	7-Nov-08	BF2009-203
VAE00828	ENG RUN UP CFM56&V2500	France	8-May-06	20-May-06	124588
VAE00828	Basic Training Electrical Engingeer	Vietnam	1-Feb-98	1-Jun-99	B71325
VAE00828	SMS	Vietnam	22-Apr-09	23-Apr-09	SMS/0904-12
VAE00839	Human Factor-15	Vietnam	19-Sep-07	21-Sep-07	BF2009-List HF
VAE00839	Ini - Aviation Sercurity P2	Vietnam	8-Feb-12	9-Feb-12	AS2/00839
VAE00839	AIR LAW-VAR-15	Vietnam	4-Aug-08	6-Aug-08	BF2009-LIST TC
VAE00839	SAFETY MANAGEMENT SYSTEM	Vietnam	10-Aug-11	10-Aug-11	635/CTKT-TTĐT
VAE00839	A/C T.R B777 (GE) - B2	Germany	24-May-04	7-Jul-04	68481
VAE00839	A/C T.R A320/321 (CFM56/V2500) - B1 + B2	Vietnam	20-Feb-06	7-Apr-06	A76452-08
VAE00839	ETOPS B777	Vietnam	31-May-07	1-Jun-07	141/CN-07
VAE00839	FUEL SAVING (VNA)	Vietnam	26-May-09	26-May-09	325/CTKT-TTDT
VAE00839	ENG T.R PW (B777) - III	Malaysia	14-Aug-09	16-Aug-09	T/09/080
VAE00839	Basic Training Electrical Engingeer	Vietnam	1-Jan-02	23-Jul-03	B464545
VAE00839	AIR LAW - FAR	Vietnam	30-Jul-10	30-Jul-10	516/CTKT-TTĐT
VAE00839	TRAIN THE TRAINER	Vietnam	25-Jul-11	27-Jul-11	No.041395
VAE00851	A330-PW4000 TO RR TRENT 700 DIFFERENCES (FOR THAI AIRWAYS)	Vietnam	15-Jul-13	18-Jul-13	No number
VAE00851	A330 (PW4000) Engine Run Up	Vietnam	17-Sep-14	19-Sep-14	613/CTKT-TTĐT
VAE00851	VNA A330 ETOPS - CONTINUOUS TRAINING	Vietnam	3-Sep-13	8-Sep-13	608/CTKT-TTĐT
VAE00851	Train the trainer	Vietnam	26-Aug-13	30-Aug-13	2109/13-iEIT
VAE00851	A350 Initial Operation Training For Line Maintenance	Vietnam	15-Jul-15	16-Jul-15	495/CTKT-TTĐT
VAE00851	"Honeywell System On A350 (ATA 21, 27, 49)"	Vietnam	11-Sep-15	11-Sep-15	No Number
VAE00851	"Honeywell's Systems On A350 (ATA21,22,34)"	Vietnam	26-Aug-15	26-Aug-15	No Number
VAE00851	"Honeywell Systems On A350 (ATA 21,30,36)"	Vietnam	24-Aug-15	24-Aug-15	No Number
VAE00851	Type Training – A350 (RR Trent XWB) Cat B1 + B2 Practical Part – P2	Vietnam	3-Aug-15	15-Aug-15	A350-P2/1502/C-01
VAE00851	A350 Technical Data EIS - Phase 2 (Practical Part)	Vietnam	4-Jul-15	4-Jul-15	
VAE00851	A350 SRM Familiarization for Damage Assessment	Vietnam	19-Jan-15	22-Jan-15	EUR15-C000847
VAE00851	A350 Initial Operation Experience (IOE) - (Class Room)	Vietnam	30-Jun-15	30-Jun-15	455/CTKT-TTĐT
VAE00851	A330 (PW4000) Engine Run-Up Task Training	Vietnam	3-Apr-15	5-Apr-15	215/CTKT-TTĐT
VAE00851	ENG RUN UP RR (A350)	France	31-May-15	6-Jun-15	EUR15-C006563
VAE00851	A350 Technical Data EIS - PHASE1	Vietnam	23-Jun-15	24-Jun-15	No Number
VAE00851	FUEL SAVING (VNA)	Vietnam	21-May-09	21-May-09	325/CTKT-TTDT
VAE00851	INI - Dangerous Goods	Vietnam	19-Jun-06	30-Jun-06	TTHLB
VAE00851	AIR LAW VAR	Vietnam	31-Aug-10	31-Aug-10	551/CTKT-TTĐT
VAE00851	Human Factor-15	Vietnam	19-Sep-07	21-Sep-07	BF2009-List HF
VAE00851	Line Maintenance APU (A321)	Vietnam	22-Feb-11	22-Feb-11	No number
VAE00851	Basic Training Mechanical Engingeer (Sixth course)	Vietnam	1-Jan-05	1-Dec-05	0054563
VAE00851	FUEL TANK REPAIR A320	Germany	5-Oct-09	16-Oct-09	194515
VAE00851	SMS	Vietnam	29-Sep-09	29-Sep-09	694/CTKT-TTĐT
VAE00851	A/C T.R A330 (PW4000) - B1 + B2	France	9-May-10	10-Jul-10	TLS 006200
VAE00851	A/C T.R A320/321 (CFM56/V2500) - B1 (EM31)	Vietnam	3-Jul-06	18-Aug-06	A763111-05
VAE00851	AIR LAW - FAR	Vietnam	30-Jul-10	30-Jul-10	516/CTKT-TTĐT
VAE00851	Supplement Training For CRS A330 A to B1	Vietnam	10-Jul-12	20-Nov-12	0412121/CTKT-ĐBCL
VAE00851	A321 (V2500) Engine Run up Task training	Vietnam	1-Apr-13	7-Apr-13	223/CTKT-TTĐT
VAE00851	A321 (V2500) Engine Run up	Vietnam	27-Mar-13	29-Mar-13	205/CTKT-TTĐT
VAE00851	VNA A330 ETOPS - CONTINUOUS TRAINING - (ONLINE)	Vietnam	6-Sep-12	10-Sep-12	692/CTKT-TTĐT
VAE00851	A330 Structure Damage Assessment	Vietnam	27-Jun-12	27-Jun-12	511/CTKT-TTĐT
VAE00851	INI-ETOPS A330	Vietnam	26-Oct-11	27-Oct-11	816/CTKT-TTĐT
VAE00851	Ini - Aviation Sercurity P2	Vietnam	14-Mar-12	15-Mar-12	AS2/00851
VAE00856	Train the trainer	Vietnam	26-Aug-13	30-Aug-13	0709/13-iEIT
VAE00856	SUPPLEMENT TRAINING FOR CRS A320/321 FROM A TO B1(PP)	Vietnam	1-Jul-11	30-Nov-11	2112114/CTKT-ĐBCL
VAE00856	A321/321 Structure Damage Assessment	Vietnam	14-Jun-12	14-Jun-12	460/CTKT-TTĐT
VAE00856	"Honeywell's System on A350 (ATA 21, 22, 34) - Cabin Pressure, Supplemental Cooling System, Avionics - FM and AESS"	Vietnam	8-Aug-15	8-Aug-15	
VAE00856	Type Training – A350 (RR Trent XWB) Cat B1 + B2 Practical Part – P2	Vietnam	20-Aug-15	1-Sep-15	A350-P2/1505/C-01
VAE00856	"Honeywell System On A350 (ATA 21, 30, 36)"	Vietnam	16-Sep-15	16-Sep-15	
VAE00856	A/C T.R A320/321 (V2500) - B1 + B2	Germany	10-Apr-07	6-Jun-07	HAM 002424
VAE00856	"Honeywell System On A350 (ATA 21, 27, 49)"	Vietnam	11-Sep-15	11-Sep-15	No Number
VAE00856	"INI-BASIC FAA REGULATIONS (CFR 14 PART 145,43)"	Vietnam	19-Jan-11	19-Jan-11	24/CTKT-TTĐT
VAE00856	ENG MAINTENANCE CFM56 (A320)	Vietnam	25-Jun-07	27-Jun-07	Attendance Record
VAE00856	HUMAN FACTOR	Vietnam	17-Oct-07	19-Oct-07	BF2009-200
VAE00856	FUEL SAVING (VNA)	Vietnam	27-May-09	27-May-09	325/CTKT-TTDT
VAE00856	Basic Training Mechanical Engingeer	Russia	1-Jan-01	15-Jun-06	DIS 0013846
VAE00856	AIR LAW-VAR-15	Vietnam	4-Aug-08	6-Aug-08	BF2009-LIST TC
VAE00856	Ini - Safety Management System	Vietnam	30-Mar-12	30-Mar-12	281/CTKT-TTĐT
VAE00856	Line Maintenance APU (A321)	Vietnam	22-Feb-11	22-Feb-11	No number
VAE00856	Ini - Aviation Sercurity P2	Vietnam	29-Feb-12	1-Mar-12	AS2/00856
VAE00865	M3 - Electrical Fundamental	Vietnam	10-Mar-14	13-Mar-14	Ref. Decision
VAE00865	VNA A330 ETOPS - CONTINUOUS TRAINING	Vietnam	3-Sep-13	8-Sep-13	608/CTKT-TTĐT
VAE00865	M6/M7 Control Cable	Philippines	22-Sep-13	26-Sep-13	Ref. Decision
VAE00865	M7&M11 TURBINE AEROPLANE AVIONIC PART (EASA PART 66 - A1 BASIC COURSE)	Vietnam	11-Mar-13	22-Mar-13	No Number
VAE00865	M5 - Digital Techniques	Vietnam	14-Mar-14	14-Mar-14	Ref. Decision
VAE00865	M6/M7 Electric Cable Connection	Philippines	15-Sep-13	21-Sep-13	Ref. Decision
VAE00865	EASA Part 66 - A1 Basic Course - M10 - Aviation Legislation	Vietnam	29-Oct-12	1-Nov-12	No Number
VAE00865	TRAIN THE TRAINER - FOLLOW UP	Vietnam	23-Jul-12	3-Aug-12	No Number
VAE00865	Instructor training for teaching in English Language	Vietnam	20-Aug-12	31-Aug-12	No Number
